,시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
540,0,11170510,450,서울,용산구,후암동,2018,3
575,0,11170520,468,서울,용산구,용산2가동,2018,3
599,0,11170530,736,서울,용산구,남영동,2018,3
612,0,11170555,519,서울,용산구,청파동,2018,3
652,0,11170560,575,서울,용산구,원효로1동,2018,3
678,0,11170570,446,서울,용산구,원효로2동,2018,3
709,0,11170580,467,서울,용산구,효창동,2018,3
728,0,11170590,496,서울,용산구,용문동,2018,3
751,0,11170625,708,서울,용산구,한강로동,2018,3
780,0,11170630,460,서울,용산구,이촌1동,2018,3
834,0,11170640,424,서울,용산구,이촌2동,2018,3
854,0,11170650,1017,서울,용산구,이태원1동,2018,3
865,0,11170660,557,서울,용산구,이태원2동,2018,3
883,0,11170685,557,서울,용산구,한남동,2018,3
921,0,11170690,482,서울,용산구,서빙고동,2018,3
947,0,11170700,415,서울,용산구,보광동,2018,3
19690,1,11170510,411,서울,용산구,후암동,2018,3
19725,1,11170520,433,서울,용산구,용산2가동,2018,3
19749,1,11170530,675,서울,용산구,남영동,2018,3
19762,1,11170555,484,서울,용산구,청파동,2018,3
19802,1,11170560,548,서울,용산구,원효로1동,2018,3
19828,1,11170570,428,서울,용산구,원효로2동,2018,3
19859,1,11170580,451,서울,용산구,효창동,2018,3
19878,1,11170590,507,서울,용산구,용문동,2018,3
19901,1,11170625,1399,서울,용산구,한강로동,2018,3
19930,1,11170630,1090,서울,용산구,이촌1동,2018,3
19984,1,11170640,1020,서울,용산구,이촌2동,2018,3
20004,1,11170650,1045,서울,용산구,이태원1동,2018,3
20015,1,11170660,608,서울,용산구,이태원2동,2018,3
20033,1,11170685,606,서울,용산구,한남동,2018,3
20071,1,11170690,531,서울,용산구,서빙고동,2018,3
20097,1,11170700,477,서울,용산구,보광동,2018,3
38840,2,11170510,472,서울,용산구,후암동,2018,3
38875,2,11170520,490,서울,용산구,용산2가동,2018,3
38899,2,11170530,728,서울,용산구,남영동,2018,3
38912,2,11170555,550,서울,용산구,청파동,2018,3
38952,2,11170560,612,서울,용산구,원효로1동,2018,3
38978,2,11170570,492,서울,용산구,원효로2동,2018,3
39009,2,11170580,530,서울,용산구,효창동,2018,3
39028,2,11170590,561,서울,용산구,용문동,2018,3
39051,2,11170625,750,서울,용산구,한강로동,2018,3
39080,2,11170630,543,서울,용산구,이촌1동,2018,3
39134,2,11170640,527,서울,용산구,이촌2동,2018,3
39154,2,11170650,1070,서울,용산구,이태원1동,2018,3
39165,2,11170660,674,서울,용산구,이태원2동,2018,3
39183,2,11170685,679,서울,용산구,한남동,2018,3
