,시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
326,4,11170510,415,서울,용산구,후암동,2018,6
327,16,11170510,389,서울,용산구,후암동,2018,6
328,6,11170510,424,서울,용산구,후암동,2018,6
329,18,11170510,397,서울,용산구,후암동,2018,6
330,8,11170510,406,서울,용산구,후암동,2018,6
331,19,11170510,401,서울,용산구,후암동,2018,6
332,9,11170510,394,서울,용산구,후암동,2018,6
333,20,11170510,407,서울,용산구,후암동,2018,6
334,10,11170510,381,서울,용산구,후암동,2018,6
335,0,11170510,423,서울,용산구,후암동,2018,6
336,22,11170510,396,서울,용산구,후암동,2018,6
337,12,11170510,361,서울,용산구,후암동,2018,6
339,2,11170510,407,서울,용산구,후암동,2018,6
340,3,11170510,390,서울,용산구,후암동,2018,6
341,15,11170510,351,서울,용산구,후암동,2018,6
342,5,11170510,385,서울,용산구,후암동,2018,6
343,17,11170510,351,서울,용산구,후암동,2018,6
344,7,11170510,375,서울,용산구,후암동,2018,6
349,5,11170520,384,서울,용산구,용산2가동,2018,6
350,18,11170520,404,서울,용산구,용산2가동,2018,6
351,8,11170520,424,서울,용산구,용산2가동,2018,6
352,21,11170520,437,서울,용산구,용산2가동,2018,6
353,11,11170520,425,서울,용산구,용산2가동,2018,6
354,22,11170520,456,서울,용산구,용산2가동,2018,6
355,12,11170520,1170,서울,용산구,용산2가동,2018,6
356,2,11170520,475,서울,용산구,용산2가동,2018,6
357,14,11170520,462,서울,용산구,용산2가동,2018,6
358,4,11170520,439,서울,용산구,용산2가동,2018,6
359,16,11170520,452,서울,용산구,용산2가동,2018,6
360,17,11170520,453,서울,용산구,용산2가동,2018,6
361,7,11170520,483,서울,용산구,용산2가동,2018,6
362,21,11170530,1094,서울,용산구,남영동,2018,6
363,11,11170530,1634,서울,용산구,남영동,2018,6
364,1,11170530,719,서울,용산구,남영동,2018,6
365,23,11170530,828,서울,용산구,남영동,2018,6
367,13,11170530,1676,서울,용산구,남영동,2018,6
368,3,11170530,729,서울,용산구,남영동,2018,6
369,4,11170530,779,서울,용산구,남영동,2018,6
370,18,11170530,1506,서울,용산구,남영동,2018,6
371,0,11170555,582,서울,용산구,청파동,2018,6
372,22,11170555,584,서울,용산구,청파동,2018,6
373,12,11170555,649,서울,용산구,청파동,2018,6
374,2,11170555,601,서울,용산구,청파동,2018,6
375,14,11170555,664,서울,용산구,청파동,2018,6
376,4,11170555,596,서울,용산구,청파동,2018,6
377,15,11170555,653,서울,용산구,청파동,2018,6
378,5,11170555,593,서울,용산구,청파동,2018,6
379,23,11170555,591,서울,용산구,청파동,2018,6
380,13,11170555,625,서울,용산구,청파동,2018,6
381,3,11170555,1249,서울,용산구,청파동,2018,6
385,17,11170555,648,서울,용산구,청파동,2018,6
386,7,11170555,807,서울,용산구,청파동,2018,6
387,19,11170555,817,서울,용산구,청파동,2018,6
388,9,11170555,801,서울,용산구,청파동,2018,6
389,20,11170555,800,서울,용산구,청파동,2018,6
390,10,11170555,806,서울,용산구,청파동,2018,6
391,21,11170555,809,서울,용산구,청파동,2018,6
392,11,11170555,882,서울,용산구,청파동,2018,6
393,8,11170555,931,서울,용산구,청파동,2018,6
395,18,11170560,936,서울,용산구,원효로1동,2018,6
396,8,11170560,1085,서울,용산구,원효로1동,2018,6
397,0,11170560,1114,서울,용산구,원효로1동,2018,6
398,3,11170560,1232,서울,용산구,원효로1동,2018,6
399,20,11170560,1220,서울,용산구,원효로1동,2018,6
400,10,11170560,1323,서울,용산구,원효로1동,2018,6
402,22,11170560,1304,서울,용산구,원효로1동,2018,6
403,12,11170560,1375,서울,용산구,원효로1동,2018,6
404,2,11170560,1239,서울,용산구,원효로1동,2018,6
405,1,11170560,1156,서울,용산구,원효로1동,2018,6
406,14,11170560,1106,서울,용산구,원효로1동,2018,6
407,4,11170560,1048,서울,용산구,원효로1동,2018,6
408,19,11170560,916,서울,용산구,원효로1동,2018,6
409,21,11170560,775,서울,용산구,원효로1동,2018,6
410,18,11170570,485,서울,용산구,원효로2동,2018,6
411,8,11170570,511,서울,용산구,원효로2동,2018,6
412,21,11170570,490,서울,용산구,원효로2동,2018,6
413,11,11170570,509,서울,용산구,원효로2동,2018,6
414,1,11170570,528,서울,용산구,원효로2동,2018,6
415,12,11170570,508,서울,용산구,원효로2동,2018,6
416,2,11170570,531,서울,용산구,원효로2동,2018,6
417,0,11170570,528,서울,용산구,원효로2동,2018,6
418,22,11170570,502,서울,용산구,원효로2동,2018,6
421,14,11170570,516,서울,용산구,원효로2동,2018,6
423,20,11170570,496,서울,용산구,원효로2동,2018,6
424,7,11170570,530,서울,용산구,원효로2동,2018,6
425,15,11170570,517,서울,용산구,원효로2동,2018,6
426,5,11170570,541,서울,용산구,원효로2동,2018,6
427,21,11170580,587,서울,용산구,효창동,2018,6
428,11,11170580,600,서울,용산구,효창동,2018,6
429,2,11170580,550,서울,용산구,효창동,2018,6
430,15,11170580,592,서울,용산구,효창동,2018,6
431,5,11170580,517,서울,용산구,효창동,2018,6
432,17,11170580,586,서울,용산구,효창동,2018,6
433,7,11170580,548,서울,용산구,효창동,2018,6
434,6,11170580,527,서울,용산구,효창동,2018,6
435,18,11170580,582,서울,용산구,효창동,2018,6
436,8,11170580,571,서울,용산구,효창동,2018,6
437,3,11170590,611,서울,용산구,용문동,2018,6
438,15,11170590,464,서울,용산구,용문동,2018,6
439,5,11170590,603,서울,용산구,용문동,2018,6
440,17,11170590,444,서울,용산구,용문동,2018,6
441,11,11170590,422,서울,용산구,용문동,2018,6
442,1,11170590,537,서울,용산구,용문동,2018,6
443,23,11170590,503,서울,용산구,용문동,2018,6
444,13,11170590,404,서울,용산구,용문동,2018,6
446,16,11170590,420,서울,용산구,용문동,2018,6
447,6,11170590,593,서울,용산구,용문동,2018,6
448,7,11170590,544,서울,용산구,용문동,2018,6
450,2,11170625,758,서울,용산구,한강로동,2018,6
451,10,11170625,1534,서울,용산구,한강로동,2018,6
452,15,11170625,1650,서울,용산구,한강로동,2018,6
453,5,11170625,789,서울,용산구,한강로동,2018,6
455,6,11170625,848,서울,용산구,한강로동,2018,6
456,18,11170625,1464,서울,용산구,한강로동,2018,6
457,8,11170625,1300,서울,용산구,한강로동,2018,6
458,14,11170625,1604,서울,용산구,한강로동,2018,6
459,4,11170625,726,서울,용산구,한강로동,2018,6
460,22,11170625,986,서울,용산구,한강로동,2018,6
461,9,11170625,1452,서울,용산구,한강로동,2018,6
462,17,11170625,1580,서울,용산구,한강로동,2018,6
463,7,11170625,989,서울,용산구,한강로동,2018,6
464,19,11170625,1214,서울,용산구,한강로동,2018,6
466,5,11170630,466,서울,용산구,이촌1동,2018,6
467,13,11170630,431,서울,용산구,이촌1동,2018,6
468,3,11170630,447,서울,용산구,이촌1동,2018,6
469,15,11170630,480,서울,용산구,이촌1동,2018,6
471,17,11170630,485,서울,용산구,이촌1동,2018,6
473,8,11170630,516,서울,용산구,이촌1동,2018,6
474,14,11170630,470,서울,용산구,이촌1동,2018,6
475,4,11170630,488,서울,용산구,이촌1동,2018,6
476,19,11170630,500,서울,용산구,이촌1동,2018,6
477,9,11170630,497,서울,용산구,이촌1동,2018,6
478,20,11170630,447,서울,용산구,이촌1동,2018,6
479,10,11170630,473,서울,용산구,이촌1동,2018,6
480,0,11170630,476,서울,용산구,이촌1동,2018,6
482,7,11170630,500,서울,용산구,이촌1동,2018,6
483,18,11170630,481,서울,용산구,이촌1동,2018,6
485,2,11170630,453,서울,용산구,이촌1동,2018,6
486,11,11170630,436,서울,용산구,이촌1동,2018,6
487,1,11170630,455,서울,용산구,이촌1동,2018,6
488,6,11170630,473,서울,용산구,이촌1동,2018,6
490,22,11170630,473,서울,용산구,이촌1동,2018,6
495,19,11170640,432,서울,용산구,이촌2동,2018,6
496,9,11170640,443,서울,용산구,이촌2동,2018,6
497,20,11170640,702,서울,용산구,이촌2동,2018,6
498,10,11170640,691,서울,용산구,이촌2동,2018,6
499,17,11170640,761,서울,용산구,이촌2동,2018,6
500,11,11170640,762,서울,용산구,이촌2동,2018,6
501,21,11170640,898,서울,용산구,이촌2동,2018,6
504,8,11170640,515,서울,용산구,이촌2동,2018,6
505,16,11170640,490,서울,용산구,이촌2동,2018,6
506,6,11170640,552,서울,용산구,이촌2동,2018,6
507,22,11170650,1511,서울,용산구,이태원1동,2018,6
508,13,11170650,1048,서울,용산구,이태원1동,2018,6
509,3,11170650,829,서울,용산구,이태원1동,2018,6
510,16,11170650,1049,서울,용산구,이태원1동,2018,6
511,6,11170650,781,서울,용산구,이태원1동,2018,6
512,2,11170650,823,서울,용산구,이태원1동,2018,6
513,12,11170660,555,서울,용산구,이태원2동,2018,6
514,15,11170660,563,서울,용산구,이태원2동,2018,6
515,5,11170660,625,서울,용산구,이태원2동,2018,6
516,1,11170660,640,서울,용산구,이태원2동,2018,6
517,16,11170660,575,서울,용산구,이태원2동,2018,6
518,6,11170660,635,서울,용산구,이태원2동,2018,6
519,18,11170660,614,서울,용산구,이태원2동,2018,6
520,8,11170660,599,서울,용산구,이태원2동,2018,6
521,3,11170685,651,서울,용산구,한남동,2018,6
522,7,11170685,718,서울,용산구,한남동,2018,6
523,19,11170685,735,서울,용산구,한남동,2018,6
525,9,11170685,773,서울,용산구,한남동,2018,6
526,21,11170685,739,서울,용산구,한남동,2018,6
527,11,11170685,778,서울,용산구,한남동,2018,6
528,1,11170685,643,서울,용산구,한남동,2018,6
529,23,11170685,689,서울,용산구,한남동,2018,6
530,13,11170685,802,서울,용산구,한남동,2018,6
531,12,11170685,785,서울,용산구,한남동,2018,6
532,2,11170685,637,서울,용산구,한남동,2018,6
533,22,11170685,726,서울,용산구,한남동,2018,6
536,14,11170685,818,서울,용산구,한남동,2018,6
537,4,11170685,636,서울,용산구,한남동,2018,6
538,5,11170685,643,서울,용산구,한남동,2018,6
539,17,11170685,743,서울,용산구,한남동,2018,6
542,21,11170690,602,서울,용산구,서빙고동,2018,6
543,11,11170690,636,서울,용산구,서빙고동,2018,6
544,1,11170690,532,서울,용산구,서빙고동,2018,6
545,8,11170690,668,서울,용산구,서빙고동,2018,6
548,2,11170690,556,서울,용산구,서빙고동,2018,6
549,14,11170690,640,서울,용산구,서빙고동,2018,6
550,4,11170690,536,서울,용산구,서빙고동,2018,6
551,16,11170690,635,서울,용산구,서빙고동,2018,6
552,6,11170690,590,서울,용산구,서빙고동,2018,6
553,17,11170690,620,서울,용산구,서빙고동,2018,6
554,10,11170690,667,서울,용산구,서빙고동,2018,6
555,0,11170690,526,서울,용산구,서빙고동,2018,6
556,22,11170690,597,서울,용산구,서빙고동,2018,6
557,12,11170690,607,서울,용산구,서빙고동,2018,6
559,16,11170700,387,서울,용산구,보광동,2018,6
560,6,11170700,434,서울,용산구,보광동,2018,6
561,18,11170700,370,서울,용산구,보광동,2018,6
562,8,11170700,371,서울,용산구,보광동,2018,6
563,10,11170700,347,서울,용산구,보광동,2018,6
564,0,11170700,415,서울,용산구,보광동,2018,6
565,22,11170700,370,서울,용산구,보광동,2018,6
566,12,11170700,344,서울,용산구,보광동,2018,6
567,2,11170700,412,서울,용산구,보광동,2018,6
568,14,11170700,346,서울,용산구,보광동,2018,6
569,19,11170700,364,서울,용산구,보광동,2018,6
570,9,11170700,374,서울,용산구,보광동,2018,6
571,20,11170700,384,서울,용산구,보광동,2018,6
572,21,11170700,399,서울,용산구,보광동,2018,6
573,11,11170700,388,서울,용산구,보광동,2018,6
6915,16,11170560,581,서울,용산구,원효로1동,2018,6
9208,23,11170640,743,서울,용산구,이촌2동,2018,6
11448,1,11170510,690,서울,용산구,후암동,2018,6
11449,23,11170510,678,서울,용산구,후암동,2018,6
11450,13,11170510,630,서울,용산구,후암동,2018,6
11457,21,11170510,972,서울,용산구,후암동,2018,6
11458,11,11170510,1039,서울,용산구,후암동,2018,6
11464,10,11170520,1208,서울,용산구,용산2가동,2018,6
11465,0,11170520,1327,서울,용산구,용산2가동,2018,6
11470,15,11170520,1383,서울,용산구,용산2가동,2018,6
11474,19,11170520,1423,서울,용산구,용산2가동,2018,6
11477,14,11170530,2584,서울,용산구,남영동,2018,6
11479,16,11170530,2561,서울,용산구,남영동,2018,6
11480,6,11170530,1756,서울,용산구,남영동,2018,6
11481,7,11170530,1973,서울,용산구,남영동,2018,6
11482,0,11170530,1488,서울,용산구,남영동,2018,6
11488,18,11170555,1270,서울,용산구,청파동,2018,6
11490,16,11170555,1139,서울,용산구,청파동,2018,6
11491,6,11170555,975,서울,용산구,청파동,2018,6
11498,1,11170555,794,서울,용산구,청파동,2018,6
11506,17,11170560,595,서울,용산구,원효로1동,2018,6
11508,11,11170560,615,서울,용산구,원효로1동,2018,6
11509,6,11170560,579,서울,용산구,원효로1동,2018,6
11510,23,11170560,582,서울,용산구,원효로1동,2018,6
11511,13,11170560,598,서울,용산구,원효로1동,2018,6
11513,15,11170560,601,서울,용산구,원효로1동,2018,6
11514,5,11170560,583,서울,용산구,원효로1동,2018,6
11517,7,11170560,590,서울,용산구,원효로1동,2018,6
11526,4,11170570,524,서울,용산구,원효로2동,2018,6
11530,3,11170570,665,서울,용산구,원효로2동,2018,6
11533,17,11170570,623,서울,용산구,원효로2동,2018,6
11535,23,11170570,612,서울,용산구,원효로2동,2018,6
11538,14,11170580,543,서울,용산구,효창동,2018,6
11545,9,11170580,545,서울,용산구,효창동,2018,6
11546,20,11170580,531,서울,용산구,효창동,2018,6
11547,10,11170580,535,서울,용산구,효창동,2018,6
11548,0,11170580,510,서울,용산구,효창동,2018,6
11550,18,11170590,435,서울,용산구,용문동,2018,6
11551,8,11170590,440,서울,용산구,용문동,2018,6
11552,14,11170590,394,서울,용산구,용문동,2018,6
11553,4,11170590,561,서울,용산구,용문동,2018,6
11556,22,11170590,476,서울,용산구,용문동,2018,6
11557,12,11170590,394,서울,용산구,용문동,2018,6
11558,19,11170590,438,서울,용산구,용문동,2018,6
11559,9,11170590,404,서울,용산구,용문동,2018,6
11562,13,11170625,1560,서울,용산구,한강로동,2018,6
11563,21,11170625,1028,서울,용산구,한강로동,2018,6
11564,11,11170625,1504,서울,용산구,한강로동,2018,6
11571,20,11170625,1116,서울,용산구,한강로동,2018,6
11573,0,11170625,675,서울,용산구,한강로동,2018,6
11578,1,11170625,663,서울,용산구,한강로동,2018,6
11580,16,11170630,449,서울,용산구,이촌1동,2018,6
11585,12,11170630,473,서울,용산구,이촌1동,2018,6
11590,23,11170630,509,서울,용산구,이촌1동,2018,6
11593,21,11170630,506,서울,용산구,이촌1동,2018,6
11610,1,11170640,477,서울,용산구,이촌2동,2018,6
11611,13,11170640,1337,서울,용산구,이촌2동,2018,6
11612,14,11170640,1306,서울,용산구,이촌2동,2018,6
11613,22,11170640,1322,서울,용산구,이촌2동,2018,6
11621,19,11170650,1997,서울,용산구,이태원1동,2018,6
11622,9,11170650,1487,서울,용산구,이태원1동,2018,6
11623,5,11170650,1221,서울,용산구,이태원1동,2018,6
11627,4,11170660,964,서울,용산구,이태원2동,2018,6
11628,20,11170660,934,서울,용산구,이태원2동,2018,6
11629,10,11170660,829,서울,용산구,이태원2동,2018,6
11630,19,11170660,927,서울,용산구,이태원2동,2018,6
11631,9,11170660,881,서울,용산구,이태원2동,2018,6
11634,0,11170660,1006,서울,용산구,이태원2동,2018,6
11635,22,11170660,1052,서울,용산구,이태원2동,2018,6
11637,6,11170685,1094,서울,용산구,한남동,2018,6
11645,16,11170685,1282,서울,용산구,한남동,2018,6
11646,20,11170685,1256,서울,용산구,한남동,2018,6
11647,15,11170685,1351,서울,용산구,한남동,2018,6
11653,8,11170685,1339,서울,용산구,한남동,2018,6
11657,10,11170685,1479,서울,용산구,한남동,2018,6
11665,5,11170690,1392,서울,용산구,서빙고동,2018,6
11667,7,11170690,1556,서울,용산구,서빙고동,2018,6
11668,19,11170690,1586,서울,용산구,서빙고동,2018,6
11669,9,11170690,1640,서울,용산구,서빙고동,2018,6
11670,13,11170690,1554,서울,용산구,서빙고동,2018,6
11671,3,11170690,676,서울,용산구,서빙고동,2018,6
11672,15,11170690,772,서울,용산구,서빙고동,2018,6
11682,13,11170700,540,서울,용산구,보광동,2018,6
11683,3,11170700,603,서울,용산구,보광동,2018,6
11684,15,11170700,530,서울,용산구,보광동,2018,6
11685,5,11170700,600,서울,용산구,보광동,2018,6
11686,17,11170700,541,서울,용산구,보광동,2018,6
11690,1,11170700,605,서울,용산구,보광동,2018,6
11691,23,11170700,588,서울,용산구,보광동,2018,6
22406,14,11170510,523,서울,용산구,후암동,2018,6
22421,20,11170520,586,서울,용산구,용산2가동,2018,6
22422,1,11170520,566,서울,용산구,용산2가동,2018,6
22423,23,11170520,592,서울,용산구,용산2가동,2018,6
22424,13,11170520,572,서울,용산구,용산2가동,2018,6
22425,3,11170520,549,서울,용산구,용산2가동,2018,6
22429,6,11170520,560,서울,용산구,용산2가동,2018,6
22435,2,11170530,816,서울,용산구,남영동,2018,6
22436,15,11170530,1712,서울,용산구,남영동,2018,6
22437,5,11170530,918,서울,용산구,남영동,2018,6
22438,17,11170530,1695,서울,용산구,남영동,2018,6
22479,13,11170570,606,서울,용산구,원효로2동,2018,6
22483,6,11170570,625,서울,용산구,원효로2동,2018,6
22485,16,11170570,602,서울,용산구,원효로2동,2018,6
22489,10,11170570,644,서울,용산구,원효로2동,2018,6
22494,9,11170570,628,서울,용산구,원효로2동,2018,6
22499,19,11170580,695,서울,용산구,효창동,2018,6
22504,22,11170580,707,서울,용산구,효창동,2018,6
22505,12,11170580,693,서울,용산구,효창동,2018,6
22509,1,11170580,635,서울,용산구,효창동,2018,6
22510,23,11170580,641,서울,용산구,효창동,2018,6
22513,20,11170590,606,서울,용산구,용문동,2018,6
22514,10,11170590,561,서울,용산구,용문동,2018,6
22515,0,11170590,666,서울,용산구,용문동,2018,6
22522,21,11170590,636,서울,용산구,용문동,2018,6
22526,12,11170625,1752,서울,용산구,한강로동,2018,6
22538,23,11170625,957,서울,용산구,한강로동,2018,6
22540,16,11170625,1766,서울,용산구,한강로동,2018,6
22577,2,11170640,740,서울,용산구,이촌2동,2018,6
22579,4,11170640,759,서울,용산구,이촌2동,2018,6
22581,0,11170640,776,서울,용산구,이촌2동,2018,6
22582,5,11170640,796,서울,용산구,이촌2동,2018,6
22584,15,11170640,760,서울,용산구,이촌2동,2018,6
22591,18,11170640,814,서울,용산구,이촌2동,2018,6
22593,7,11170650,1087,서울,용산구,이태원1동,2018,6
22594,21,11170650,1672,서울,용산구,이태원1동,2018,6
22601,11,11170660,755,서울,용산구,이태원2동,2018,6
22603,21,11170660,806,서울,용산구,이태원2동,2018,6
22606,23,11170660,783,서울,용산구,이태원2동,2018,6
22607,13,11170660,596,서울,용산구,이태원2동,2018,6
22608,3,11170660,682,서울,용산구,이태원2동,2018,6
22621,18,11170685,802,서울,용산구,한남동,2018,6
22625,0,11170685,662,서울,용산구,한남동,2018,6
22632,23,11170690,624,서울,용산구,서빙고동,2018,6
22637,18,11170690,710,서울,용산구,서빙고동,2018,6
22649,4,11170700,562,서울,용산구,보광동,2018,6
33321,9,11170520,565,서울,용산구,용산2가동,2018,6
33334,22,11170530,1137,서울,용산구,남영동,2018,6
33335,12,11170530,1767,서울,용산구,남영동,2018,6
33381,19,11170570,589,서울,용산구,원효로2동,2018,6
33404,13,11170580,697,서울,용산구,효창동,2018,6
33405,16,11170580,699,서울,용산구,효창동,2018,6
33421,2,11170590,691,서울,용산구,용문동,2018,6
33484,7,11170640,685,서울,용산구,이촌2동,2018,6
33485,1,11170650,1047,서울,용산구,이태원1동,2018,6
33486,14,11170650,1225,서울,용산구,이태원1동,2018,6
33487,4,11170650,902,서울,용산구,이태원1동,2018,6
33489,17,11170650,1177,서울,용산구,이태원1동,2018,6
33497,7,11170660,667,서울,용산구,이태원2동,2018,6
33498,17,11170660,598,서울,용산구,이태원2동,2018,6
33530,20,11170690,585,서울,용산구,서빙고동,2018,6
33545,7,11170700,442,서울,용산구,보광동,2018,6
44277,8,11170530,1442,서울,용산구,남영동,2018,6
44306,9,11170560,580,서울,용산구,원효로1동,2018,6
44343,3,11170580,444,서울,용산구,효창동,2018,6
44348,4,11170580,432,서울,용산구,효창동,2018,6
44375,3,11170625,690,서울,용산구,한강로동,2018,6
44417,12,11170640,400,서울,용산구,이촌2동,2018,6
44422,12,11170650,991,서울,용산구,이태원1동,2018,6
44432,2,11170660,585,서울,용산구,이태원2동,2018,6
44433,14,11170660,495,서울,용산구,이태원2동,2018,6
55249,9,11170530,1558,서울,용산구,남영동,2018,6
55250,20,11170530,1118,서울,용산구,남영동,2018,6
55251,10,11170530,1559,서울,용산구,남영동,2018,6
55398,15,11170650,965,서울,용산구,이태원1동,2018,6
66293,19,11170530,1216,서울,용산구,남영동,2018,6
66426,3,11170640,433,서울,용산구,이촌2동,2018,6
66428,0,11170650,820,서울,용산구,이태원1동,2018,6
66430,23,11170650,1344,서울,용산구,이태원1동,2018,6
77322,18,11170650,1102,서울,용산구,이태원1동,2018,6
77325,20,11170650,1317,서울,용산구,이태원1동,2018,6
77326,10,11170650,885,서울,용산구,이태원1동,2018,6
88308,11,11170650,923,서울,용산구,이태원1동,2018,6
99307,8,11170650,865,서울,용산구,이태원1동,2018,6
