,시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
341,14,11170510,421,서울,용산구,후암동,2018,11
342,4,11170510,473,서울,용산구,후암동,2018,11
343,23,11170510,654,서울,용산구,후암동,2018,11
344,13,11170510,505,서울,용산구,후암동,2018,11
345,3,11170510,543,서울,용산구,후암동,2018,11
346,22,11170510,446,서울,용산구,후암동,2018,11
347,17,11170510,444,서울,용산구,후암동,2018,11
348,7,11170510,500,서울,용산구,후암동,2018,11
349,16,11170510,701,서울,용산구,후암동,2018,11
350,6,11170510,500,서울,용산구,후암동,2018,11
351,0,11170530,601,서울,용산구,남영동,2018,11
352,15,11170510,784,서울,용산구,후암동,2018,11
353,5,11170510,594,서울,용산구,후암동,2018,11
354,19,11170510,577,서울,용산구,후암동,2018,11
355,9,11170510,478,서울,용산구,후암동,2018,11
361,12,11170510,423,서울,용산구,후암동,2018,11
362,11,11170520,489,서울,용산구,용산2가동,2018,11
363,12,11170520,501,서울,용산구,용산2가동,2018,11
364,2,11170520,655,서울,용산구,용산2가동,2018,11
365,21,11170520,565,서울,용산구,용산2가동,2018,11
367,1,11170520,556,서울,용산구,용산2가동,2018,11
369,20,11170520,483,서울,용산구,용산2가동,2018,11
370,10,11170520,509,서울,용산구,용산2가동,2018,11
371,5,11170520,548,서울,용산구,용산2가동,2018,11
372,14,11170520,739,서울,용산구,용산2가동,2018,11
373,4,11170520,532,서울,용산구,용산2가동,2018,11
374,23,11170520,434,서울,용산구,용산2가동,2018,11
375,13,11170520,819,서울,용산구,용산2가동,2018,11
376,3,11170520,620,서울,용산구,용산2가동,2018,11
377,17,11170520,617,서울,용산구,용산2가동,2018,11
378,7,11170520,557,서울,용산구,용산2가동,2018,11
379,19,11170530,1125,서울,용산구,남영동,2018,11
381,9,11170530,1422,서울,용산구,남영동,2018,11
382,18,11170530,1350,서울,용산구,남영동,2018,11
383,22,11170530,1023,서울,용산구,남영동,2018,11
384,15,11170555,672,서울,용산구,청파동,2018,11
385,5,11170555,616,서울,용산구,청파동,2018,11
386,14,11170555,609,서울,용산구,청파동,2018,11
387,4,11170555,561,서울,용산구,청파동,2018,11
388,18,11170555,612,서울,용산구,청파동,2018,11
389,8,11170555,830,서울,용산구,청파동,2018,11
390,16,11170555,621,서울,용산구,청파동,2018,11
391,6,11170555,498,서울,용산구,청파동,2018,11
