,시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
540,0,11170510,443,서울,용산구,후암동,2017,11
575,0,11170520,505,서울,용산구,용산2가동,2017,11
599,0,11170530,1028,서울,용산구,남영동,2017,11
612,0,11170555,630,서울,용산구,청파동,2017,11
652,0,11170560,727,서울,용산구,원효로1동,2017,11
678,0,11170570,502,서울,용산구,원효로2동,2017,11
709,0,11170580,517,서울,용산구,효창동,2017,11
728,0,11170590,580,서울,용산구,용문동,2017,11
751,0,11170625,917,서울,용산구,한강로동,2017,11
780,0,11170630,517,서울,용산구,이촌1동,2017,11
834,0,11170640,463,서울,용산구,이촌2동,2017,11
854,0,11170650,1401,서울,용산구,이태원1동,2017,11
865,0,11170660,719,서울,용산구,이태원2동,2017,11
883,0,11170685,681,서울,용산구,한남동,2017,11
921,0,11170690,604,서울,용산구,서빙고동,2017,11
947,0,11170700,476,서울,용산구,보광동,2017,11
19691,1,11170510,453,서울,용산구,후암동,2017,11
19726,1,11170520,505,서울,용산구,용산2가동,2017,11
19750,1,11170530,966,서울,용산구,남영동,2017,11
19763,1,11170555,633,서울,용산구,청파동,2017,11
19803,1,11170560,724,서울,용산구,원효로1동,2017,11
19829,1,11170570,501,서울,용산구,원효로2동,2017,11
19860,1,11170580,513,서울,용산구,효창동,2017,11
19879,1,11170590,589,서울,용산구,용문동,2017,11
19902,1,11170625,896,서울,용산구,한강로동,2017,11
19931,1,11170630,515,서울,용산구,이촌1동,2017,11
19985,1,11170640,457,서울,용산구,이촌2동,2017,11
20005,1,11170650,1305,서울,용산구,이태원1동,2017,11
20016,1,11170660,717,서울,용산구,이태원2동,2017,11
20034,1,11170685,672,서울,용산구,한남동,2017,11
20072,1,11170690,605,서울,용산구,서빙고동,2017,11
20098,1,11170700,477,서울,용산구,보광동,2017,11
38842,2,11170510,455,서울,용산구,후암동,2017,11
38877,2,11170520,500,서울,용산구,용산2가동,2017,11
38901,2,11170530,962,서울,용산구,남영동,2017,11
38914,2,11170555,636,서울,용산구,청파동,2017,11
38954,2,11170560,723,서울,용산구,원효로1동,2017,11
38980,2,11170570,499,서울,용산구,원효로2동,2017,11
39011,2,11170580,514,서울,용산구,효창동,2017,11
39030,2,11170590,594,서울,용산구,용문동,2017,11
39053,2,11170625,885,서울,용산구,한강로동,2017,11
39082,2,11170630,514,서울,용산구,이촌1동,2017,11
39136,2,11170640,457,서울,용산구,이촌2동,2017,11
39156,2,11170650,1233,서울,용산구,이태원1동,2017,11
39167,2,11170660,718,서울,용산구,이태원2동,2017,11
39185,2,11170685,672,서울,용산구,한남동,2017,11
39223,2,11170690,606,서울,용산구,서빙고동,2017,11
39249,2,11170700,476,서울,용산구,보광동,2017,11
57994,3,11170510,456,서울,용산구,후암동,2017,11
58029,3,11170520,501,서울,용산구,용산2가동,2017,11
58053,3,11170530,959,서울,용산구,남영동,2017,11
58066,3,11170555,638,서울,용산구,청파동,2017,11
58106,3,11170560,720,서울,용산구,원효로1동,2017,11
58132,3,11170570,500,서울,용산구,원효로2동,2017,11
58163,3,11170580,517,서울,용산구,효창동,2017,11
58182,3,11170590,594,서울,용산구,용문동,2017,11
58205,3,11170625,886,서울,용산구,한강로동,2017,11
58234,3,11170630,512,서울,용산구,이촌1동,2017,11
58288,3,11170640,456,서울,용산구,이촌2동,2017,11
58308,3,11170650,1153,서울,용산구,이태원1동,2017,11
58319,3,11170660,716,서울,용산구,이태원2동,2017,11
58337,3,11170685,665,서울,용산구,한남동,2017,11
58375,3,11170690,605,서울,용산구,서빙고동,2017,11
58401,3,11170700,475,서울,용산구,보광동,2017,11
77146,4,11170510,456,서울,용산구,후암동,2017,11
77181,4,11170520,504,서울,용산구,용산2가동,2017,11
77205,4,11170530,989,서울,용산구,남영동,2017,11
77218,4,11170555,642,서울,용산구,청파동,2017,11
77258,4,11170560,714,서울,용산구,원효로1동,2017,11
77284,4,11170570,503,서울,용산구,원효로2동,2017,11
77315,4,11170580,515,서울,용산구,효창동,2017,11
77334,4,11170590,593,서울,용산구,용문동,2017,11
77357,4,11170625,902,서울,용산구,한강로동,2017,11
77386,4,11170630,515,서울,용산구,이촌1동,2017,11
77440,4,11170640,458,서울,용산구,이촌2동,2017,11
77460,4,11170650,1086,서울,용산구,이태원1동,2017,11
77471,4,11170660,715,서울,용산구,이태원2동,2017,11
77489,4,11170685,664,서울,용산구,한남동,2017,11
77527,4,11170690,616,서울,용산구,서빙고동,2017,11
77553,4,11170700,476,서울,용산구,보광동,2017,11
96298,5,11170510,450,서울,용산구,후암동,2017,11
96333,5,11170520,505,서울,용산구,용산2가동,2017,11
96357,5,11170530,1058,서울,용산구,남영동,2017,11
96370,5,11170555,646,서울,용산구,청파동,2017,11
96410,5,11170560,718,서울,용산구,원효로1동,2017,11
96436,5,11170570,502,서울,용산구,원효로2동,2017,11
96467,5,11170580,516,서울,용산구,효창동,2017,11
96486,5,11170590,583,서울,용산구,용문동,2017,11
96509,5,11170625,955,서울,용산구,한강로동,2017,11
