,시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
540,0,11170510,452,서울,용산구,후암동,2017,7
575,0,11170520,463,서울,용산구,용산2가동,2017,7
599,0,11170530,982,서울,용산구,남영동,2017,7
612,0,11170555,594,서울,용산구,청파동,2017,7
652,0,11170560,616,서울,용산구,원효로1동,2017,7
678,0,11170570,488,서울,용산구,원효로2동,2017,7
709,0,11170580,498,서울,용산구,효창동,2017,7
728,0,11170590,565,서울,용산구,용문동,2017,7
751,0,11170625,917,서울,용산구,한강로동,2017,7
780,0,11170630,498,서울,용산구,이촌1동,2017,7
834,0,11170640,474,서울,용산구,이촌2동,2017,7
854,0,11170650,1684,서울,용산구,이태원1동,2017,7
865,0,11170660,679,서울,용산구,이태원2동,2017,7
883,0,11170685,694,서울,용산구,한남동,2017,7
921,0,11170690,581,서울,용산구,서빙고동,2017,7
947,0,11170700,434,서울,용산구,보광동,2017,7
19664,1,11170510,459,서울,용산구,후암동,2017,7
19699,1,11170520,447,서울,용산구,용산2가동,2017,7
19723,1,11170530,962,서울,용산구,남영동,2017,7
19736,1,11170555,590,서울,용산구,청파동,2017,7
19776,1,11170560,611,서울,용산구,원효로1동,2017,7
19802,1,11170570,490,서울,용산구,원효로2동,2017,7
19833,1,11170580,491,서울,용산구,효창동,2017,7
19852,1,11170590,576,서울,용산구,용문동,2017,7
19875,1,11170625,911,서울,용산구,한강로동,2017,7
19904,1,11170630,492,서울,용산구,이촌1동,2017,7
19958,1,11170640,471,서울,용산구,이촌2동,2017,7
19978,1,11170650,1627,서울,용산구,이태원1동,2017,7
19989,1,11170660,670,서울,용산구,이태원2동,2017,7
20007,1,11170685,684,서울,용산구,한남동,2017,7
20045,1,11170690,584,서울,용산구,서빙고동,2017,7
20071,1,11170700,436,서울,용산구,보광동,2017,7
38783,2,11170510,465,서울,용산구,후암동,2017,7
38818,2,11170520,445,서울,용산구,용산2가동,2017,7
38842,2,11170530,939,서울,용산구,남영동,2017,7
38855,2,11170555,592,서울,용산구,청파동,2017,7
38895,2,11170560,614,서울,용산구,원효로1동,2017,7
38921,2,11170570,490,서울,용산구,원효로2동,2017,7
38952,2,11170580,493,서울,용산구,효창동,2017,7
38971,2,11170590,579,서울,용산구,용문동,2017,7
38994,2,11170625,903,서울,용산구,한강로동,2017,7
39023,2,11170630,490,서울,용산구,이촌1동,2017,7
39077,2,11170640,469,서울,용산구,이촌2동,2017,7
39097,2,11170650,1534,서울,용산구,이태원1동,2017,7
39108,2,11170660,660,서울,용산구,이태원2동,2017,7
39126,2,11170685,680,서울,용산구,한남동,2017,7
39164,2,11170690,579,서울,용산구,서빙고동,2017,7
39190,2,11170700,435,서울,용산구,보광동,2017,7
57901,3,11170510,467,서울,용산구,후암동,2017,7
57936,3,11170520,446,서울,용산구,용산2가동,2017,7
57960,3,11170530,930,서울,용산구,남영동,2017,7
57973,3,11170555,591,서울,용산구,청파동,2017,7
58013,3,11170560,616,서울,용산구,원효로1동,2017,7
58039,3,11170570,488,서울,용산구,원효로2동,2017,7
58070,3,11170580,496,서울,용산구,효창동,2017,7
58089,3,11170590,581,서울,용산구,용문동,2017,7
58112,3,11170625,902,서울,용산구,한강로동,2017,7
58141,3,11170630,492,서울,용산구,이촌1동,2017,7
58195,3,11170640,467,서울,용산구,이촌2동,2017,7
58215,3,11170650,1387,서울,용산구,이태원1동,2017,7
58226,3,11170660,656,서울,용산구,이태원2동,2017,7
58244,3,11170685,668,서울,용산구,한남동,2017,7
58282,3,11170690,591,서울,용산구,서빙고동,2017,7
58308,3,11170700,438,서울,용산구,보광동,2017,7
76995,4,11170510,469,서울,용산구,후암동,2017,7
77030,4,11170520,450,서울,용산구,용산2가동,2017,7
77054,4,11170530,960,서울,용산구,남영동,2017,7
77067,4,11170555,598,서울,용산구,청파동,2017,7
77131,4,11170560,614,서울,용산구,원효로1동,2017,7
77157,4,11170570,487,서울,용산구,원효로2동,2017,7
77188,4,11170580,495,서울,용산구,효창동,2017,7
77207,4,11170590,580,서울,용산구,용문동,2017,7
77230,4,11170625,920,서울,용산구,한강로동,2017,7
77259,4,11170630,493,서울,용산구,이촌1동,2017,7
77313,4,11170640,470,서울,용산구,이촌2동,2017,7
77333,4,11170650,1240,서울,용산구,이태원1동,2017,7
77344,4,11170660,649,서울,용산구,이태원2동,2017,7
77362,4,11170685,665,서울,용산구,한남동,2017,7
77400,4,11170690,589,서울,용산구,서빙고동,2017,7
77426,4,11170700,437,서울,용산구,보광동,2017,7
96137,5,11170510,464,서울,용산구,후암동,2017,7
96172,5,11170520,451,서울,용산구,용산2가동,2017,7
96196,5,11170530,1032,서울,용산구,남영동,2017,7
96209,5,11170555,604,서울,용산구,청파동,2017,7
96249,5,11170560,617,서울,용산구,원효로1동,2017,7
96275,5,11170570,483,서울,용산구,원효로2동,2017,7
96306,5,11170580,499,서울,용산구,효창동,2017,7
96325,5,11170590,567,서울,용산구,용문동,2017,7
