,시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
539,0,11170510,429,서울,용산구,후암동,2017,9
574,0,11170520,476,서울,용산구,용산2가동,2017,9
598,0,11170530,1041,서울,용산구,남영동,2017,9
611,0,11170555,618,서울,용산구,청파동,2017,9
651,0,11170560,639,서울,용산구,원효로1동,2017,9
677,0,11170570,509,서울,용산구,원효로2동,2017,9
708,0,11170580,489,서울,용산구,효창동,2017,9
727,0,11170590,555,서울,용산구,용문동,2017,9
750,0,11170625,977,서울,용산구,한강로동,2017,9
779,0,11170630,505,서울,용산구,이촌1동,2017,9
833,0,11170640,437,서울,용산구,이촌2동,2017,9
853,0,11170650,1752,서울,용산구,이태원1동,2017,9
864,0,11170660,634,서울,용산구,이태원2동,2017,9
882,0,11170685,671,서울,용산구,한남동,2017,9
920,0,11170690,593,서울,용산구,서빙고동,2017,9
946,0,11170700,426,서울,용산구,보광동,2017,9
19596,1,11170510,433,서울,용산구,후암동,2017,9
19631,1,11170520,463,서울,용산구,용산2가동,2017,9
19655,1,11170530,987,서울,용산구,남영동,2017,9
19668,1,11170555,621,서울,용산구,청파동,2017,9
19708,1,11170560,637,서울,용산구,원효로1동,2017,9
19734,1,11170570,506,서울,용산구,원효로2동,2017,9
19765,1,11170580,509,서울,용산구,효창동,2017,9
19783,1,11170590,560,서울,용산구,용문동,2017,9
19806,1,11170625,943,서울,용산구,한강로동,2017,9
19835,1,11170630,497,서울,용산구,이촌1동,2017,9
19889,1,11170640,446,서울,용산구,이촌2동,2017,9
19909,1,11170650,1712,서울,용산구,이태원1동,2017,9
19920,1,11170660,625,서울,용산구,이태원2동,2017,9
19938,1,11170685,662,서울,용산구,한남동,2017,9
19976,1,11170690,590,서울,용산구,서빙고동,2017,9
20002,1,11170700,430,서울,용산구,보광동,2017,9
38654,2,11170510,435,서울,용산구,후암동,2017,9
38689,2,11170520,457,서울,용산구,용산2가동,2017,9
38713,2,11170530,973,서울,용산구,남영동,2017,9
38726,2,11170555,622,서울,용산구,청파동,2017,9
38766,2,11170560,639,서울,용산구,원효로1동,2017,9
38792,2,11170570,505,서울,용산구,원효로2동,2017,9
38823,2,11170580,510,서울,용산구,효창동,2017,9
38841,2,11170590,572,서울,용산구,용문동,2017,9
38864,2,11170625,929,서울,용산구,한강로동,2017,9
38893,2,11170630,498,서울,용산구,이촌1동,2017,9
38947,2,11170640,442,서울,용산구,이촌2동,2017,9
38967,2,11170650,1616,서울,용산구,이태원1동,2017,9
38978,2,11170660,623,서울,용산구,이태원2동,2017,9
38996,2,11170685,656,서울,용산구,한남동,2017,9
39034,2,11170690,588,서울,용산구,서빙고동,2017,9
39060,2,11170700,431,서울,용산구,보광동,2017,9
57715,3,11170510,439,서울,용산구,후암동,2017,9
57750,3,11170520,460,서울,용산구,용산2가동,2017,9
57774,3,11170530,955,서울,용산구,남영동,2017,9
57787,3,11170555,626,서울,용산구,청파동,2017,9
57827,3,11170560,640,서울,용산구,원효로1동,2017,9
57853,3,11170570,505,서울,용산구,원효로2동,2017,9
57884,3,11170580,510,서울,용산구,효창동,2017,9
57902,3,11170590,575,서울,용산구,용문동,2017,9
57925,3,11170625,920,서울,용산구,한강로동,2017,9
57954,3,11170630,495,서울,용산구,이촌1동,2017,9
58008,3,11170640,443,서울,용산구,이촌2동,2017,9
58028,3,11170650,1482,서울,용산구,이태원1동,2017,9
58039,3,11170660,615,서울,용산구,이태원2동,2017,9
58057,3,11170685,647,서울,용산구,한남동,2017,9
58095,3,11170690,591,서울,용산구,서빙고동,2017,9
58121,3,11170700,434,서울,용산구,보광동,2017,9
76776,4,11170510,441,서울,용산구,후암동,2017,9
76811,4,11170520,466,서울,용산구,용산2가동,2017,9
76835,4,11170530,978,서울,용산구,남영동,2017,9
76848,4,11170555,637,서울,용산구,청파동,2017,9
76888,4,11170560,638,서울,용산구,원효로1동,2017,9
76914,4,11170570,504,서울,용산구,원효로2동,2017,9
76945,4,11170580,508,서울,용산구,효창동,2017,9
76963,4,11170590,577,서울,용산구,용문동,2017,9
76986,4,11170625,936,서울,용산구,한강로동,2017,9
77015,4,11170630,498,서울,용산구,이촌1동,2017,9
77069,4,11170640,445,서울,용산구,이촌2동,2017,9
77089,4,11170650,1354,서울,용산구,이태원1동,2017,9
77100,4,11170660,619,서울,용산구,이태원2동,2017,9
77118,4,11170685,643,서울,용산구,한남동,2017,9
77156,4,11170690,597,서울,용산구,서빙고동,2017,9
77182,4,11170700,435,서울,용산구,보광동,2017,9
95835,5,11170510,438,서울,용산구,후암동,2017,9
95870,5,11170520,469,서울,용산구,용산2가동,2017,9
95894,5,11170530,1047,서울,용산구,남영동,2017,9
95907,5,11170555,639,서울,용산구,청파동,2017,9
95947,5,11170560,633,서울,용산구,원효로1동,2017,9
95973,5,11170570,494,서울,용산구,원효로2동,2017,9
96004,5,11170580,505,서울,용산구,효창동,2017,9
96023,5,11170590,567,서울,용산구,용문동,2017,9
96046,5,11170625,982,서울,용산구,한강로동,2017,9
96075,5,11170630,511,서울,용산구,이촌1동,2017,9
96129,5,11170640,463,서울,용산구,이촌2동,2017,9
96149,5,11170650,1208,서울,용산구,이태원1동,2017,9
96160,5,11170660,619,서울,용산구,이태원2동,2017,9
96178,5,11170685,649,서울,용산구,한남동,2017,9
96216,5,11170690,629,서울,용산구,서빙고동,2017,9
96242,5,11170700,431,서울,용산구,보광동,2017,9
114899,6,11170510,430,서울,용산구,후암동,2017,9
114934,6,11170520,468,서울,용산구,용산2가동,2017,9
114958,6,11170530,1161,서울,용산구,남영동,2017,9
114971,6,11170555,643,서울,용산구,청파동,2017,9
115011,6,11170560,633,서울,용산구,원효로1동,2017,9
115037,6,11170570,494,서울,용산구,원효로2동,2017,9
115068,6,11170580,514,서울,용산구,효창동,2017,9
115087,6,11170590,552,서울,용산구,용문동,2017,9
115110,6,11170625,1124,서울,용산구,한강로동,2017,9
115139,6,11170630,536,서울,용산구,이촌1동,2017,9
115193,6,11170640,484,서울,용산구,이촌2동,2017,9
115213,6,11170650,1107,서울,용산구,이태원1동,2017,9
115224,6,11170660,616,서울,용산구,이태원2동,2017,9
115242,6,11170685,679,서울,용산구,한남동,2017,9
115280,6,11170690,676,서울,용산구,서빙고동,2017,9
115306,6,11170700,422,서울,용산구,보광동,2017,9
133969,7,11170510,417,서울,용산구,후암동,2017,9
134004,7,11170520,496,서울,용산구,용산2가동,2017,9
134028,7,11170530,1517,서울,용산구,남영동,2017,9
134041,7,11170555,661,서울,용산구,청파동,2017,9
134081,7,11170560,637,서울,용산구,원효로1동,2017,9
134107,7,11170570,488,서울,용산구,원효로2동,2017,9
134138,7,11170580,524,서울,용산구,효창동,2017,9
134157,7,11170590,505,서울,용산구,용문동,2017,9
134180,7,11170625,1429,서울,용산구,한강로동,2017,9
134209,7,11170630,559,서울,용산구,이촌1동,2017,9
134263,7,11170640,489,서울,용산구,이촌2동,2017,9
134283,7,11170650,1099,서울,용산구,이태원1동,2017,9
134294,7,11170660,610,서울,용산구,이태원2동,2017,9
134312,7,11170685,723,서울,용산구,한남동,2017,9
134350,7,11170690,735,서울,용산구,서빙고동,2017,9
134376,7,11170700,400,서울,용산구,보광동,2017,9
153042,8,11170510,398,서울,용산구,후암동,2017,9
153077,8,11170520,504,서울,용산구,용산2가동,2017,9
153101,8,11170530,1955,서울,용산구,남영동,2017,9
153114,8,11170555,683,서울,용산구,청파동,2017,9
153154,8,11170560,655,서울,용산구,원효로1동,2017,9
153180,8,11170570,478,서울,용산구,원효로2동,2017,9
153211,8,11170580,549,서울,용산구,효창동,2017,9
153230,8,11170590,448,서울,용산구,용문동,2017,9
153253,8,11170625,1688,서울,용산구,한강로동,2017,9
153282,8,11170630,557,서울,용산구,이촌1동,2017,9
153336,8,11170640,451,서울,용산구,이촌2동,2017,9
153356,8,11170650,1124,서울,용산구,이태원1동,2017,9
153367,8,11170660,595,서울,용산구,이태원2동,2017,9
153385,8,11170685,774,서울,용산구,한남동,2017,9
153423,8,11170690,760,서울,용산구,서빙고동,2017,9
153449,8,11170700,369,서울,용산구,보광동,2017,9
172119,9,11170510,377,서울,용산구,후암동,2017,9
172154,9,11170520,484,서울,용산구,용산2가동,2017,9
172178,9,11170530,2147,서울,용산구,남영동,2017,9
172191,9,11170555,700,서울,용산구,청파동,2017,9
