시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
0,11170510,460,서울,용산구,후암동,2019,12
0,11170520,511,서울,용산구,용산2가동,2019,12
0,11170530,786,서울,용산구,남영동,2019,12
0,11170555,583,서울,용산구,청파동,2019,12
0,11170560,695,서울,용산구,원효로1동,2019,12
0,11170570,457,서울,용산구,원효로2동,2019,12
0,11170580,496,서울,용산구,효창동,2019,12
0,11170590,514,서울,용산구,용문동,2019,12
0,11170625,947,서울,용산구,한강로동,2019,12
0,11170630,534,서울,용산구,이촌1동,2019,12
0,11170640,409,서울,용산구,이촌2동,2019,12
0,11170650,1542,서울,용산구,이태원1동,2019,12
0,11170660,784,서울,용산구,이태원2동,2019,12
0,11170685,829,서울,용산구,한남동,2019,12
0,11170690,567,서울,용산구,서빙고동,2019,12
0,11170700,457,서울,용산구,보광동,2019,12
1,11170510,464,서울,용산구,후암동,2019,12
1,11170520,506,서울,용산구,용산2가동,2019,12
1,11170530,756,서울,용산구,남영동,2019,12
1,11170555,586,서울,용산구,청파동,2019,12
1,11170560,694,서울,용산구,원효로1동,2019,12
1,11170570,459,서울,용산구,원효로2동,2019,12
1,11170580,500,서울,용산구,효창동,2019,12
1,11170590,519,서울,용산구,용문동,2019,12
1,11170625,914,서울,용산구,한강로동,2019,12
1,11170630,533,서울,용산구,이촌1동,2019,12
1,11170640,405,서울,용산구,이촌2동,2019,12
1,11170650,1461,서울,용산구,이태원1동,2019,12
1,11170660,784,서울,용산구,이태원2동,2019,12
1,11170685,829,서울,용산구,한남동,2019,12
1,11170690,567,서울,용산구,서빙고동,2019,12
1,11170700,460,서울,용산구,보광동,2019,12
2,11170510,467,서울,용산구,후암동,2019,12
2,11170520,504,서울,용산구,용산2가동,2019,12
2,11170530,747,서울,용산구,남영동,2019,12
2,11170555,587,서울,용산구,청파동,2019,12
2,11170560,694,서울,용산구,원효로1동,2019,12
2,11170570,461,서울,용산구,원효로2동,2019,12
2,11170580,499,서울,용산구,효창동,2019,12
2,11170590,522,서울,용산구,용문동,2019,12
2,11170625,897,서울,용산구,한강로동,2019,12
2,11170630,533,서울,용산구,이촌1동,2019,12
