시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
0,11170510,422,서울,용산구,후암동,2019,7
0,11170520,456,서울,용산구,용산2가동,2019,7
0,11170530,832,서울,용산구,남영동,2019,7
0,11170555,554,서울,용산구,청파동,2019,7
0,11170560,750,서울,용산구,원효로1동,2019,7
0,11170570,458,서울,용산구,원효로2동,2019,7
0,11170580,489,서울,용산구,효창동,2019,7
0,11170590,497,서울,용산구,용문동,2019,7
0,11170625,926,서울,용산구,한강로동,2019,7
0,11170630,540,서울,용산구,이촌1동,2019,7
0,11170640,410,서울,용산구,이촌2동,2019,7
0,11170650,1062,서울,용산구,이태원1동,2019,7
0,11170660,722,서울,용산구,이태원2동,2019,7
0,11170685,730,서울,용산구,한남동,2019,7
0,11170690,558,서울,용산구,서빙고동,2019,7
0,11170700,461,서울,용산구,보광동,2019,7
1,11170510,428,서울,용산구,후암동,2019,7
1,11170520,461,서울,용산구,용산2가동,2019,7
1,11170530,807,서울,용산구,남영동,2019,7
1,11170555,555,서울,용산구,청파동,2019,7
1,11170560,758,서울,용산구,원효로1동,2019,7
1,11170570,472,서울,용산구,원효로2동,2019,7
1,11170580,490,서울,용산구,효창동,2019,7
1,11170590,504,서울,용산구,용문동,2019,7
1,11170625,911,서울,용산구,한강로동,2019,7
1,11170630,543,서울,용산구,이촌1동,2019,7
1,11170640,395,서울,용산구,이촌2동,2019,7
1,11170650,1007,서울,용산구,이태원1동,2019,7
1,11170660,719,서울,용산구,이태원2동,2019,7
1,11170685,726,서울,용산구,한남동,2019,7
1,11170690,533,서울,용산구,서빙고동,2019,7
1,11170700,466,서울,용산구,보광동,2019,7
2,11170510,428,서울,용산구,후암동,2019,7
2,11170520,457,서울,용산구,용산2가동,2019,7
2,11170530,810,서울,용산구,남영동,2019,7
2,11170555,557,서울,용산구,청파동,2019,7
2,11170560,756,서울,용산구,원효로1동,2019,7
2,11170570,467,서울,용산구,원효로2동,2019,7
2,11170580,493,서울,용산구,효창동,2019,7
