시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
0,11170510,402,서울,용산구,후암동,2019,8
0,11170520,445,서울,용산구,용산2가동,2019,8
0,11170530,971,서울,용산구,남영동,2019,8
0,11170555,542,서울,용산구,청파동,2019,8
0,11170560,796,서울,용산구,원효로1동,2019,8
0,11170570,452,서울,용산구,원효로2동,2019,8
0,11170580,468,서울,용산구,효창동,2019,8
0,11170590,495,서울,용산구,용문동,2019,8
0,11170625,1034,서울,용산구,한강로동,2019,8
0,11170630,539,서울,용산구,이촌1동,2019,8
0,11170640,398,서울,용산구,이촌2동,2019,8
0,11170650,1634,서울,용산구,이태원1동,2019,8
0,11170660,719,서울,용산구,이태원2동,2019,8
0,11170685,804,서울,용산구,한남동,2019,8
0,11170690,536,서울,용산구,서빙고동,2019,8
0,11170700,456,서울,용산구,보광동,2019,8
1,11170510,406,서울,용산구,후암동,2019,8
1,11170520,443,서울,용산구,용산2가동,2019,8
1,11170530,927,서울,용산구,남영동,2019,8
1,11170555,544,서울,용산구,청파동,2019,8
1,11170560,796,서울,용산구,원효로1동,2019,8
1,11170570,452,서울,용산구,원효로2동,2019,8
1,11170580,467,서울,용산구,효창동,2019,8
1,11170590,499,서울,용산구,용문동,2019,8
1,11170625,1008,서울,용산구,한강로동,2019,8
1,11170630,540,서울,용산구,이촌1동,2019,8
1,11170640,395,서울,용산구,이촌2동,2019,8
1,11170650,1567,서울,용산구,이태원1동,2019,8
1,11170660,721,서울,용산구,이태원2동,2019,8
1,11170685,806,서울,용산구,한남동,2019,8
1,11170690,527,서울,용산구,서빙고동,2019,8
1,11170700,463,서울,용산구,보광동,2019,8
2,11170510,410,서울,용산구,후암동,2019,8
2,11170520,441,서울,용산구,용산2가동,2019,8
2,11170530,925,서울,용산구,남영동,2019,8
2,11170555,548,서울,용산구,청파동,2019,8
2,11170560,796,서울,용산구,원효로1동,2019,8
2,11170570,459,서울,용산구,원효로2동,2019,8
2,11170580,470,서울,용산구,효창동,2019,8
2,11170590,498,서울,용산구,용문동,2019,8
2,11170625,993,서울,용산구,한강로동,2019,8
2,11170630,541,서울,용산구,이촌1동,2019,8
2,11170640,390,서울,용산구,이촌2동,2019,8
2,11170650,1474,서울,용산구,이태원1동,2019,8
2,11170660,721,서울,용산구,이태원2동,2019,8
2,11170685,793,서울,용산구,한남동,2019,8
2,11170690,523,서울,용산구,서빙고동,2019,8
2,11170700,468,서울,용산구,보광동,2019,8
3,11170510,412,서울,용산구,후암동,2019,8
3,11170520,442,서울,용산구,용산2가동,2019,8
3,11170530,912,서울,용산구,남영동,2019,8
