시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
0,11170510,434,서울,용산구,후암동,2019,5
0,11170520,452,서울,용산구,용산2가동,2019,5
0,11170530,837,서울,용산구,남영동,2019,5
0,11170555,600,서울,용산구,청파동,2019,5
0,11170560,676,서울,용산구,원효로1동,2019,5
0,11170570,451,서울,용산구,원효로2동,2019,5
0,11170580,472,서울,용산구,효창동,2019,5
0,11170590,485,서울,용산구,용문동,2019,5
0,11170625,1060,서울,용산구,한강로동,2019,5
0,11170630,488,서울,용산구,이촌1동,2019,5
0,11170640,410,서울,용산구,이촌2동,2019,5
0,11170650,1258,서울,용산구,이태원1동,2019,5
0,11170660,724,서울,용산구,이태원2동,2019,5
0,11170685,731,서울,용산구,한남동,2019,5
0,11170690,539,서울,용산구,서빙고동,2019,5
0,11170700,437,서울,용산구,보광동,2019,5
1,11170510,439,서울,용산구,후암동,2019,5
1,11170520,454,서울,용산구,용산2가동,2019,5
1,11170530,805,서울,용산구,남영동,2019,5
1,11170555,605,서울,용산구,청파동,2019,5
1,11170560,676,서울,용산구,원효로1동,2019,5
1,11170570,453,서울,용산구,원효로2동,2019,5
1,11170580,470,서울,용산구,효창동,2019,5
1,11170590,487,서울,용산구,용문동,2019,5
1,11170625,1020,서울,용산구,한강로동,2019,5
1,11170630,489,서울,용산구,이촌1동,2019,5
1,11170640,407,서울,용산구,이촌2동,2019,5
1,11170650,1213,서울,용산구,이태원1동,2019,5
1,11170660,727,서울,용산구,이태원2동,2019,5
1,11170685,724,서울,용산구,한남동,2019,5
1,11170690,533,서울,용산구,서빙고동,2019,5
1,11170700,440,서울,용산구,보광동,2019,5
2,11170510,441,서울,용산구,후암동,2019,5
2,11170520,457,서울,용산구,용산2가동,2019,5
2,11170530,801,서울,용산구,남영동,2019,5
2,11170555,610,서울,용산구,청파동,2019,5
2,11170560,681,서울,용산구,원효로1동,2019,5
2,11170570,455,서울,용산구,원효로2동,2019,5
2,11170580,472,서울,용산구,효창동,2019,5
2,11170590,489,서울,용산구,용문동,2019,5
2,11170625,990,서울,용산구,한강로동,2019,5
2,11170630,491,서울,용산구,이촌1동,2019,5
2,11170640,403,서울,용산구,이촌2동,2019,5
2,11170650,1143,서울,용산구,이태원1동,2019,5
2,11170660,728,서울,용산구,이태원2동,2019,5
2,11170685,723,서울,용산구,한남동,2019,5
2,11170690,532,서울,용산구,서빙고동,2019,5
2,11170700,442,서울,용산구,보광동,2019,5
3,11170510,444,서울,용산구,후암동,2019,5
3,11170520,457,서울,용산구,용산2가동,2019,5
3,11170530,800,서울,용산구,남영동,2019,5
3,11170555,610,서울,용산구,청파동,2019,5
