시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
0,11170510,416,서울,용산구,후암동,2019,10
0,11170520,484,서울,용산구,용산2가동,2019,10
0,11170530,959,서울,용산구,남영동,2019,10
0,11170555,578,서울,용산구,청파동,2019,10
0,11170560,758,서울,용산구,원효로1동,2019,10
0,11170570,465,서울,용산구,원효로2동,2019,10
0,11170580,463,서울,용산구,효창동,2019,10
0,11170590,486,서울,용산구,용문동,2019,10
0,11170625,927,서울,용산구,한강로동,2019,10
0,11170630,540,서울,용산구,이촌1동,2019,10
0,11170640,364,서울,용산구,이촌2동,2019,10
0,11170650,1017,서울,용산구,이태원1동,2019,10
0,11170660,702,서울,용산구,이태원2동,2019,10
0,11170685,737,서울,용산구,한남동,2019,10
0,11170690,563,서울,용산구,서빙고동,2019,10
0,11170700,460,서울,용산구,보광동,2019,10
1,11170510,419,서울,용산구,후암동,2019,10
1,11170520,482,서울,용산구,용산2가동,2019,10
1,11170530,922,서울,용산구,남영동,2019,10
1,11170555,575,서울,용산구,청파동,2019,10
1,11170560,754,서울,용산구,원효로1동,2019,10
1,11170570,468,서울,용산구,원효로2동,2019,10
1,11170580,474,서울,용산구,효창동,2019,10
1,11170590,486,서울,용산구,용문동,2019,10
1,11170625,907,서울,용산구,한강로동,2019,10
1,11170630,538,서울,용산구,이촌1동,2019,10
1,11170640,354,서울,용산구,이촌2동,2019,10
1,11170650,972,서울,용산구,이태원1동,2019,10
1,11170660,699,서울,용산구,이태원2동,2019,10
1,11170685,730,서울,용산구,한남동,2019,10
1,11170690,560,서울,용산구,서빙고동,2019,10
1,11170700,468,서울,용산구,보광동,2019,10
2,11170510,421,서울,용산구,후암동,2019,10
2,11170520,485,서울,용산구,용산2가동,2019,10
2,11170530,918,서울,용산구,남영동,2019,10
2,11170555,576,서울,용산구,청파동,2019,10
2,11170560,751,서울,용산구,원효로1동,2019,10
2,11170570,463,서울,용산구,원효로2동,2019,10
2,11170580,474,서울,용산구,효창동,2019,10
2,11170590,490,서울,용산구,용문동,2019,10
2,11170625,907,서울,용산구,한강로동,2019,10
2,11170630,536,서울,용산구,이촌1동,2019,10
2,11170640,351,서울,용산구,이촌2동,2019,10
2,11170650,929,서울,용산구,이태원1동,2019,10
2,11170660,701,서울,용산구,이태원2동,2019,10
2,11170685,729,서울,용산구,한남동,2019,10
2,11170690,559,서울,용산구,서빙고동,2019,10
2,11170700,469,서울,용산구,보광동,2019,10
3,11170510,422,서울,용산구,후암동,2019,10
3,11170520,486,서울,용산구,용산2가동,2019,10
3,11170530,919,서울,용산구,남영동,2019,10
3,11170555,577,서울,용산구,청파동,2019,10
3,11170560,753,서울,용산구,원효로1동,2019,10
3,11170570,463,서울,용산구,원효로2동,2019,10
3,11170580,477,서울,용산구,효창동,2019,10
3,11170590,493,서울,용산구,용문동,2019,10
3,11170625,903,서울,용산구,한강로동,2019,10
3,11170630,537,서울,용산구,이촌1동,2019,10
3,11170640,343,서울,용산구,이촌2동,2019,10
3,11170650,895,서울,용산구,이태원1동,2019,10
3,11170660,704,서울,용산구,이태원2동,2019,10
3,11170685,728,서울,용산구,한남동,2019,10
3,11170690,563,서울,용산구,서빙고동,2019,10
3,11170700,468,서울,용산구,보광동,2019,10
4,11170510,422,서울,용산구,후암동,2019,10
4,11170520,486,서울,용산구,용산2가동,2019,10
4,11170530,947,서울,용산구,남영동,2019,10
4,11170555,583,서울,용산구,청파동,2019,10
4,11170560,749,서울,용산구,원효로1동,2019,10
4,11170570,459,서울,용산구,원효로2동,2019,10
4,11170580,479,서울,용산구,효창동,2019,10
4,11170590,491,서울,용산구,용문동,2019,10
4,11170625,931,서울,용산구,한강로동,2019,10
4,11170630,542,서울,용산구,이촌1동,2019,10
4,11170640,340,서울,용산구,이촌2동,2019,10
4,11170650,866,서울,용산구,이태원1동,2019,10
4,11170660,709,서울,용산구,이태원2동,2019,10
4,11170685,730,서울,용산구,한남동,2019,10
4,11170690,575,서울,용산구,서빙고동,2019,10
4,11170700,468,서울,용산구,보광동,2019,10
5,11170510,418,서울,용산구,후암동,2019,10
5,11170520,483,서울,용산구,용산2가동,2019,10
5,11170530,983,서울,용산구,남영동,2019,10
5,11170555,582,서울,용산구,청파동,2019,10
5,11170560,758,서울,용산구,원효로1동,2019,10
5,11170570,455,서울,용산구,원효로2동,2019,10
5,11170580,483,서울,용산구,효창동,2019,10
5,11170590,483,서울,용산구,용문동,2019,10
5,11170625,983,서울,용산구,한강로동,2019,10
5,11170630,569,서울,용산구,이촌1동,2019,10
5,11170640,355,서울,용산구,이촌2동,2019,10
5,11170650,868,서울,용산구,이태원1동,2019,10
5,11170660,708,서울,용산구,이태원2동,2019,10
5,11170685,754,서울,용산구,한남동,2019,10
5,11170690,619,서울,용산구,서빙고동,2019,10
5,11170700,464,서울,용산구,보광동,2019,10
6,11170510,406,서울,용산구,후암동,2019,10
6,11170520,476,서울,용산구,용산2가동,2019,10
6,11170530,1137,서울,용산구,남영동,2019,10
6,11170555,588,서울,용산구,청파동,2019,10
6,11170560,776,서울,용산구,원효로1동,2019,10
6,11170570,452,서울,용산구,원효로2동,2019,10
6,11170580,492,서울,용산구,효창동,2019,10
6,11170590,466,서울,용산구,용문동,2019,10
6,11170625,1109,서울,용산구,한강로동,2019,10
6,11170630,578,서울,용산구,이촌1동,2019,10
6,11170640,369,서울,용산구,이촌2동,2019,10
