시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
0,11170510,450,서울,용산구,후암동,2019,4
0,11170520,471,서울,용산구,용산2가동,2019,4
0,11170530,795,서울,용산구,남영동,2019,4
0,11170555,613,서울,용산구,청파동,2019,4
0,11170560,654,서울,용산구,원효로1동,2019,4
0,11170570,465,서울,용산구,원효로2동,2019,4
0,11170580,483,서울,용산구,효창동,2019,4
0,11170590,531,서울,용산구,용문동,2019,4
0,11170625,1005,서울,용산구,한강로동,2019,4
0,11170630,513,서울,용산구,이촌1동,2019,4
0,11170640,423,서울,용산구,이촌2동,2019,4
0,11170650,954,서울,용산구,이태원1동,2019,4
0,11170660,718,서울,용산구,이태원2동,2019,4
0,11170685,712,서울,용산구,한남동,2019,4
0,11170690,549,서울,용산구,서빙고동,2019,4
0,11170700,452,서울,용산구,보광동,2019,4
1,11170510,457,서울,용산구,후암동,2019,4
1,11170520,473,서울,용산구,용산2가동,2019,4
1,11170530,795,서울,용산구,남영동,2019,4
1,11170555,621,서울,용산구,청파동,2019,4
1,11170560,671,서울,용산구,원효로1동,2019,4
1,11170570,469,서울,용산구,원효로2동,2019,4
1,11170580,509,서울,용산구,효창동,2019,4
1,11170590,523,서울,용산구,용문동,2019,4
1,11170625,1020,서울,용산구,한강로동,2019,4
1,11170630,484,서울,용산구,이촌1동,2019,4
1,11170640,432,서울,용산구,이촌2동,2019,4
1,11170650,994,서울,용산구,이태원1동,2019,4
1,11170660,696,서울,용산구,이태원2동,2019,4
1,11170685,692,서울,용산구,한남동,2019,4
1,11170690,523,서울,용산구,서빙고동,2019,4
1,11170700,475,서울,용산구,보광동,2019,4
2,11170510,431,서울,용산구,후암동,2019,4
2,11170520,461,서울,용산구,용산2가동,2019,4
2,11170530,820,서울,용산구,남영동,2019,4
2,11170555,622,서울,용산구,청파동,2019,4
2,11170560,643,서울,용산구,원효로1동,2019,4
2,11170570,481,서울,용산구,원효로2동,2019,4
2,11170580,505,서울,용산구,효창동,2019,4
2,11170590,531,서울,용산구,용문동,2019,4
2,11170625,1025,서울,용산구,한강로동,2019,4
