시간대구분,행정동코드,총생활인구수,시도명,시군구명,행정동명,년,월
0,11170510,447,서울,용산구,후암동,2019,3
0,11170520,481,서울,용산구,용산2가동,2019,3
0,11170530,857,서울,용산구,남영동,2019,3
0,11170555,590,서울,용산구,청파동,2019,3
0,11170560,619,서울,용산구,원효로1동,2019,3
0,11170570,461,서울,용산구,원효로2동,2019,3
0,11170580,468,서울,용산구,효창동,2019,3
0,11170590,559,서울,용산구,용문동,2019,3
0,11170625,1025,서울,용산구,한강로동,2019,3
0,11170630,521,서울,용산구,이촌1동,2019,3
0,11170640,421,서울,용산구,이촌2동,2019,3
0,11170650,1852,서울,용산구,이태원1동,2019,3
0,11170660,741,서울,용산구,이태원2동,2019,3
0,11170685,845,서울,용산구,한남동,2019,3
0,11170690,580,서울,용산구,서빙고동,2019,3
0,11170700,459,서울,용산구,보광동,2019,3
1,11170510,451,서울,용산구,후암동,2019,3
1,11170520,480,서울,용산구,용산2가동,2019,3
1,11170530,809,서울,용산구,남영동,2019,3
1,11170555,595,서울,용산구,청파동,2019,3
1,11170560,617,서울,용산구,원효로1동,2019,3
1,11170570,464,서울,용산구,원효로2동,2019,3
1,11170580,469,서울,용산구,효창동,2019,3
1,11170590,565,서울,용산구,용문동,2019,3
1,11170625,995,서울,용산구,한강로동,2019,3
1,11170630,522,서울,용산구,이촌1동,2019,3
1,11170640,419,서울,용산구,이촌2동,2019,3
1,11170650,1819,서울,용산구,이태원1동,2019,3
1,11170660,738,서울,용산구,이태원2동,2019,3
1,11170685,843,서울,용산구,한남동,2019,3
1,11170690,578,서울,용산구,서빙고동,2019,3
1,11170700,462,서울,용산구,보광동,2019,3
2,11170510,454,서울,용산구,후암동,2019,3
2,11170520,478,서울,용산구,용산2가동,2019,3
2,11170530,798,서울,용산구,남영동,2019,3
2,11170555,598,서울,용산구,청파동,2019,3
2,11170560,618,서울,용산구,원효로1동,2019,3
2,11170570,470,서울,용산구,원효로2동,2019,3
2,11170580,471,서울,용산구,효창동,2019,3
2,11170590,564,서울,용산구,용문동,2019,3
2,11170625,980,서울,용산구,한강로동,2019,3
2,11170630,521,서울,용산구,이촌1동,2019,3
2,11170640,417,서울,용산구,이촌2동,2019,3
2,11170650,1704,서울,용산구,이태원1동,2019,3
2,11170660,735,서울,용산구,이태원2동,2019,3
2,11170685,833,서울,용산구,한남동,2019,3
2,11170690,577,서울,용산구,서빙고동,2019,3
2,11170700,465,서울,용산구,보광동,2019,3
3,11170510,458,서울,용산구,후암동,2019,3
3,11170520,480,서울,용산구,용산2가동,2019,3
3,11170530,797,서울,용산구,남영동,2019,3
3,11170555,598,서울,용산구,청파동,2019,3
3,11170560,620,서울,용산구,원효로1동,2019,3
3,11170570,469,서울,용산구,원효로2동,2019,3
3,11170580,475,서울,용산구,효창동,2019,3
3,11170590,567,서울,용산구,용문동,2019,3
3,11170625,977,서울,용산구,한강로동,2019,3
3,11170630,524,서울,용산구,이촌1동,2019,3
3,11170640,415,서울,용산구,이촌2동,2019,3
3,11170650,1566,서울,용산구,이태원1동,2019,3
3,11170660,738,서울,용산구,이태원2동,2019,3
3,11170685,819,서울,용산구,한남동,2019,3
3,11170690,580,서울,용산구,서빙고동,2019,3
3,11170700,467,서울,용산구,보광동,2019,3
4,11170510,457,서울,용산구,후암동,2019,3
4,11170520,489,서울,용산구,용산2가동,2019,3
4,11170530,826,서울,용산구,남영동,2019,3
4,11170555,606,서울,용산구,청파동,2019,3
4,11170560,617,서울,용산구,원효로1동,2019,3
4,11170570,470,서울,용산구,원효로2동,2019,3
4,11170580,477,서울,용산구,효창동,2019,3
4,11170590,567,서울,용산구,용문동,2019,3
4,11170625,988,서울,용산구,한강로동,2019,3
4,11170630,526,서울,용산구,이촌1동,2019,3
4,11170640,415,서울,용산구,이촌2동,2019,3
4,11170650,1405,서울,용산구,이태원1동,2019,3
4,11170660,737,서울,용산구,이태원2동,2019,3
4,11170685,805,서울,용산구,한남동,2019,3
4,11170690,580,서울,용산구,서빙고동,2019,3
4,11170700,472,서울,용산구,보광동,2019,3
5,11170510,455,서울,용산구,후암동,2019,3
